variablename,namef,Field,entity,name,array,instance,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
non_oily_fish,f.1339.0.0,1339,participant,p1339_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 0,
non_oily_fish,f.1339.0.0,1339,participant,p1339_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 1,
non_oily_fish,f.1339.0.0,1339,participant,p1339_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 2,
non_oily_fish,f.1339.0.0,1339,participant,p1339_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 3,
processed_meat,f.1349.0.0,1349,participant,p1349_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 0,
processed_meat,f.1349.0.0,1349,participant,p1349_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 1,
processed_meat,f.1349.0.0,1349,participant,p1349_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 2,
processed_meat,f.1349.0.0,1349,participant,p1349_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 3,
poultry,f.1359.0.0,1359,participant,p1359_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 0,
poultry,f.1359.0.0,1359,participant,p1359_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 1,
poultry,f.1359.0.0,1359,participant,p1359_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 2,
poultry,f.1359.0.0,1359,participant,p1359_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 3,
beef,f.1369.0.0,1369,participant,p1369_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 0,
beef,f.1369.0.0,1369,participant,p1369_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 1,
beef,f.1369.0.0,1369,participant,p1369_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 2,
beef,f.1369.0.0,1369,participant,p1369_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 3,
lamb,f.1379.0.0,1379,participant,p1379_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 0,
lamb,f.1379.0.0,1379,participant,p1379_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 1,
lamb,f.1379.0.0,1379,participant,p1379_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 2,
lamb,f.1379.0.0,1379,participant,p1379_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 3,
pork,f.1389.0.0,1389,participant,p1389_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1389,,,,Pork intake | Instance 0,
pork,f.1389.0.0,1389,participant,p1389_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1389,,,,Pork intake | Instance 1,
pork,f.1389.0.0,1389,participant,p1389_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1389,,,,Pork intake | Instance 2,
pork,f.1389.0.0,1389,participant,p1389_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1389,,,,Pork intake | Instance 3,
meat_age_last,f.3680.0.0,3680,participant,p3680_i0,,0,integer,,data_coding_100291,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3680,,,,Age when last ate meat | Instance 0,years
meat_age_last,f.3680.0.0,3680,participant,p3680_i1,,1,integer,,data_coding_100291,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3680,,,,Age when last ate meat | Instance 1,years
meat_age_last,f.3680.0.0,3680,participant,p3680_i2,,2,integer,,data_coding_100291,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3680,,,,Age when last ate meat | Instance 2,years
meat_age_last,f.3680.0.0,3680,participant,p3680_i3,,3,integer,,data_coding_100291,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3680,,,,Age when last ate meat | Instance 3,years
never_eat0.0,f.6144.0.0,6144,participant,p6144_i0,,0,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 0",
never_eat0.0,f.6144.0.0,6144,participant,p6144_i1,,1,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 1",
never_eat0.0,f.6144.0.0,6144,participant,p6144_i2,,2,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 2",
never_eat0.0,f.6144.0.0,6144,participant,p6144_i3,,3,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 3",
never_eat0.1,f.6144.0.1,6144,participant,p6144_i0,,0,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 0",
never_eat0.1,f.6144.0.1,6144,participant,p6144_i1,,1,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 1",
never_eat0.1,f.6144.0.1,6144,participant,p6144_i2,,2,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 2",
never_eat0.1,f.6144.0.1,6144,participant,p6144_i3,,3,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 3",
never_eat0.2,f.6144.0.2,6144,participant,p6144_i0,,0,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 0",
never_eat0.2,f.6144.0.2,6144,participant,p6144_i1,,1,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 1",
never_eat0.2,f.6144.0.2,6144,participant,p6144_i2,,2,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 2",
never_eat0.2,f.6144.0.2,6144,participant,p6144_i3,,3,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 3",
never_eat0.3,f.6144.0.3,6144,participant,p6144_i0,,0,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 0",
never_eat0.3,f.6144.0.3,6144,participant,p6144_i1,,1,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 1",
never_eat0.3,f.6144.0.3,6144,participant,p6144_i2,,2,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 2",
never_eat0.3,f.6144.0.3,6144,participant,p6144_i3,,3,integer,,data_coding_100385,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6144,,,,"Never eat eggs, dairy, wheat, sugar | Instance 3",
cheese,f.1408.0.0,1408,participant,p1408_i0,,0,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1408,,,,Cheese intake | Instance 0,
cheese,f.1408.0.0,1408,participant,p1408_i1,,1,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1408,,,,Cheese intake | Instance 1,
cheese,f.1408.0.0,1408,participant,p1408_i2,,2,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1408,,,,Cheese intake | Instance 2,
cheese,f.1408.0.0,1408,participant,p1408_i3,,3,integer,,data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1408,,,,Cheese intake | Instance 3,
milk_type,f.1418.0.0,1418,participant,p1418_i0,,0,integer,,data_coding_100387,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1418,,,,Milk type used | Instance 0,
milk_type,f.1418.0.0,1418,participant,p1418_i1,,1,integer,,data_coding_100387,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1418,,,,Milk type used | Instance 1,
milk_type,f.1418.0.0,1418,participant,p1418_i2,,2,integer,,data_coding_100387,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1418,,,,Milk type used | Instance 2,
milk_type,f.1418.0.0,1418,participant,p1418_i3,,3,integer,,data_coding_100387,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1418,,,,Milk type used | Instance 3,
spread_type,f.1428.0.0,1428,participant,p1428_i0,,0,integer,,data_coding_100388,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1428,,,,Spread type | Instance 0,
spread_type,f.1428.0.0,1428,participant,p1428_i1,,1,integer,,data_coding_100388,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1428,,,,Spread type | Instance 1,
spread_type,f.1428.0.0,1428,participant,p1428_i2,,2,integer,,data_coding_100388,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1428,,,,Spread type | Instance 2,
spread_type,f.1428.0.0,1428,participant,p1428_i3,,3,integer,,data_coding_100388,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1428,,,,Spread type | Instance 3,
spread_type_details,f.2654.0.0,2654,participant,p2654_i0,,0,integer,,data_coding_100389,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654,,,,Non-butter spread type details | Instance 0,
spread_type_details,f.2654.0.0,2654,participant,p2654_i1,,1,integer,,data_coding_100389,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654,,,,Non-butter spread type details | Instance 1,
spread_type_details,f.2654.0.0,2654,participant,p2654_i2,,2,integer,,data_coding_100389,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654,,,,Non-butter spread type details | Instance 2,
spread_type_details,f.2654.0.0,2654,participant,p2654_i3,,3,integer,,data_coding_100389,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654,,,,Non-butter spread type details | Instance 3,
bread,f.1438.0.0,1438,participant,p1438_i0,,0,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1438,,,,Bread intake | Instance 0,slices/week
bread,f.1438.0.0,1438,participant,p1438_i1,,1,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1438,,,,Bread intake | Instance 1,slices/week
bread,f.1438.0.0,1438,participant,p1438_i2,,2,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1438,,,,Bread intake | Instance 2,slices/week
bread,f.1438.0.0,1438,participant,p1438_i3,,3,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1438,,,,Bread intake | Instance 3,slices/week
bread_type,f.1448.0.0,1448,participant,p1448_i0,,0,integer,,data_coding_100391,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1448,,,,Bread type | Instance 0,
bread_type,f.1448.0.0,1448,participant,p1448_i1,,1,integer,,data_coding_100391,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1448,,,,Bread type | Instance 1,
bread_type,f.1448.0.0,1448,participant,p1448_i2,,2,integer,,data_coding_100391,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1448,,,,Bread type | Instance 2,
bread_type,f.1448.0.0,1448,participant,p1448_i3,,3,integer,,data_coding_100391,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1448,,,,Bread type | Instance 3,
cereal,f.1458.0.0,1458,participant,p1458_i0,,0,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1458,,,,Cereal intake | Instance 0,bowls/week
cereal,f.1458.0.0,1458,participant,p1458_i1,,1,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1458,,,,Cereal intake | Instance 1,bowls/week
cereal,f.1458.0.0,1458,participant,p1458_i2,,2,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1458,,,,Cereal intake | Instance 2,bowls/week
cereal,f.1458.0.0,1458,participant,p1458_i3,,3,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1458,,,,Cereal intake | Instance 3,bowls/week
cereal_type,f.1468.0.0,1468,participant,p1468_i0,,0,integer,,data_coding_100393,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1468,,,,Cereal type | Instance 0,
cereal_type,f.1468.0.0,1468,participant,p1468_i1,,1,integer,,data_coding_100393,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1468,,,,Cereal type | Instance 1,
cereal_type,f.1468.0.0,1468,participant,p1468_i2,,2,integer,,data_coding_100393,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1468,,,,Cereal type | Instance 2,
cereal_type,f.1468.0.0,1468,participant,p1468_i3,,3,integer,,data_coding_100393,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1468,,,,Cereal type | Instance 3,
salt,f.1478.0.0,1478,participant,p1478_i0,,0,integer,,data_coding_100394,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1478,,,,Salt added to food | Instance 0,
salt,f.1478.0.0,1478,participant,p1478_i1,,1,integer,,data_coding_100394,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1478,,,,Salt added to food | Instance 1,
salt,f.1478.0.0,1478,participant,p1478_i2,,2,integer,,data_coding_100394,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1478,,,,Salt added to food | Instance 2,
salt,f.1478.0.0,1478,participant,p1478_i3,,3,integer,,data_coding_100394,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1478,,,,Salt added to food | Instance 3,
tea,f.1488.0.0,1488,participant,p1488_i0,,0,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1488,,,,Tea intake | Instance 0,cups/day
tea,f.1488.0.0,1488,participant,p1488_i1,,1,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1488,,,,Tea intake | Instance 1,cups/day
tea,f.1488.0.0,1488,participant,p1488_i2,,2,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1488,,,,Tea intake | Instance 2,cups/day
tea,f.1488.0.0,1488,participant,p1488_i3,,3,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1488,,,,Tea intake | Instance 3,cups/day
coffee_type,f.1508.0.0,1508,participant,p1508_i0,,0,integer,,data_coding_100397,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508,,,,Coffee type | Instance 0,
coffee_type,f.1508.0.0,1508,participant,p1508_i1,,1,integer,,data_coding_100397,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508,,,,Coffee type | Instance 1,
coffee_type,f.1508.0.0,1508,participant,p1508_i2,,2,integer,,data_coding_100397,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508,,,,Coffee type | Instance 2,
coffee_type,f.1508.0.0,1508,participant,p1508_i3,,3,integer,,data_coding_100397,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508,,,,Coffee type | Instance 3,
hot_drink_temp,f.1518.0.0,1518,participant,p1518_i0,,0,integer,,data_coding_100398,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1518,,,,Hot drink temperature | Instance 0,
hot_drink_temp,f.1518.0.0,1518,participant,p1518_i1,,1,integer,,data_coding_100398,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1518,,,,Hot drink temperature | Instance 1,
hot_drink_temp,f.1518.0.0,1518,participant,p1518_i2,,2,integer,,data_coding_100398,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1518,,,,Hot drink temperature | Instance 2,
hot_drink_temp,f.1518.0.0,1518,participant,p1518_i3,,3,integer,,data_coding_100398,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1518,,,,Hot drink temperature | Instance 3,
water,f.1528.0.0,1528,participant,p1528_i0,,0,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1528,,,,Water intake | Instance 0,glasses/day
water,f.1528.0.0,1528,participant,p1528_i1,,1,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1528,,,,Water intake | Instance 1,glasses/day
water,f.1528.0.0,1528,participant,p1528_i2,,2,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1528,,,,Water intake | Instance 2,glasses/day
water,f.1528.0.0,1528,participant,p1528_i3,,3,integer,,data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1528,,,,Water intake | Instance 3,glasses/day
diet_change_5yrs,f.1538.0.0,1538,participant,p1538_i0,,0,integer,,data_coding_100400,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1538,,,,Major dietary changes in the last 5 years | Instance 0,
diet_change_5yrs,f.1538.0.0,1538,participant,p1538_i1,,1,integer,,data_coding_100400,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1538,,,,Major dietary changes in the last 5 years | Instance 1,
diet_change_5yrs,f.1538.0.0,1538,participant,p1538_i2,,2,integer,,data_coding_100400,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1538,,,,Major dietary changes in the last 5 years | Instance 2,
diet_change_5yrs,f.1538.0.0,1538,participant,p1538_i3,,3,integer,,data_coding_100400,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1538,,,,Major dietary changes in the last 5 years | Instance 3,
diet_variation,f.1548.0.0,1548,participant,p1548_i0,,0,integer,,data_coding_100401,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1548,,,,Variation in diet | Instance 0,
diet_variation,f.1548.0.0,1548,participant,p1548_i1,,1,integer,,data_coding_100401,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1548,,,,Variation in diet | Instance 1,
diet_variation,f.1548.0.0,1548,participant,p1548_i2,,2,integer,,data_coding_100401,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1548,,,,Variation in diet | Instance 2,
diet_variation,f.1548.0.0,1548,participant,p1548_i3,,3,integer,,data_coding_100401,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1548,,,,Variation in diet | Instance 3,
summer_outdoors_time,f.1050.0.0,1050,participant,p1050_i0,,0,integer,,data_coding_100329,,,Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1050,,,,Time spend outdoors in summer | Instance 0,hours/day
summer_outdoors_time,f.1050.0.0,1050,participant,p1050_i1,,1,integer,,data_coding_100329,,,Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1050,,,,Time spend outdoors in summer | Instance 1,hours/day
