Variable,Description,URL,Category,UKB.dataset.ID,Field.ID,entity,name,instance,array,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
snoring,Snoring,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1210,Sleep,f.1210.0.0,1210,participant,p1210_i2,2,,integer,"",data_coding_100345,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1210,,,,Snoring | Instance 2,""
snoring,Snoring,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1210,Sleep,f.1210.0.0,1210,participant,p1210_i3,3,,integer,"",data_coding_100345,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1210,,,,Snoring | Instance 3,""
narcolepsy,Daytime dozing / sleeping (narcolepsy),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1220,Sleep,f.1220.0.0,1220,participant,p1220_i0,0,,integer,"",data_coding_100346,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1220,,,,Daytime dozing / sleeping | Instance 0,""
narcolepsy,Daytime dozing / sleeping (narcolepsy),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1220,Sleep,f.1220.0.0,1220,participant,p1220_i1,1,,integer,"",data_coding_100346,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1220,,,,Daytime dozing / sleeping | Instance 1,""
narcolepsy,Daytime dozing / sleeping (narcolepsy),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1220,Sleep,f.1220.0.0,1220,participant,p1220_i2,2,,integer,"",data_coding_100346,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1220,,,,Daytime dozing / sleeping | Instance 2,""
narcolepsy,Daytime dozing / sleeping (narcolepsy),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1220,Sleep,f.1220.0.0,1220,participant,p1220_i3,3,,integer,"",data_coding_100346,,,Assessment centre > Touchscreen > Lifestyle and environment > Sleep,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1220,,,,Daytime dozing / sleeping | Instance 3,""
ever_smoked,Ever smoked,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20160,Smoking,f.20160.0.0,20160,participant,p20160_i0,0,,integer,"",data_coding_7,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20160,,,,Ever smoked | Instance 0,""
ever_smoked,Ever smoked,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20160,Smoking,f.20160.0.0,20160,participant,p20160_i1,1,,integer,"",data_coding_7,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20160,,,,Ever smoked | Instance 1,""
ever_smoked,Ever smoked,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20160,Smoking,f.20160.0.0,20160,participant,p20160_i2,2,,integer,"",data_coding_7,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20160,,,,Ever smoked | Instance 2,""
ever_smoked,Ever smoked,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20160,Smoking,f.20160.0.0,20160,participant,p20160_i3,3,,integer,"",data_coding_7,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20160,,,,Ever smoked | Instance 3,""
pack_years_prop,Pack years adult smoking as proportion of life span exposed to smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20162,Smoking,f.20162.0.0,20162,participant,p20162_i0,0,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20162,,,,Pack years adult smoking as proportion of life span exposed to smoking | Instance 0,Units
pack_years_prop,Pack years adult smoking as proportion of life span exposed to smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20162,Smoking,f.20162.0.0,20162,participant,p20162_i1,1,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20162,,,,Pack years adult smoking as proportion of life span exposed to smoking | Instance 1,Units
pack_years_prop,Pack years adult smoking as proportion of life span exposed to smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20162,Smoking,f.20162.0.0,20162,participant,p20162_i2,2,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20162,,,,Pack years adult smoking as proportion of life span exposed to smoking | Instance 2,Units
pack_years_prop,Pack years adult smoking as proportion of life span exposed to smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20162,Smoking,f.20162.0.0,20162,participant,p20162_i3,3,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20162,,,,Pack years adult smoking as proportion of life span exposed to smoking | Instance 3,Units
pack_years,Pack years of smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20161,Smoking,f.20161.0.0,20161,participant,p20161_i0,0,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20161,,,,Pack years of smoking | Instance 0,years
pack_years,Pack years of smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20161,Smoking,f.20161.0.0,20161,participant,p20161_i1,1,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20161,,,,Pack years of smoking | Instance 1,years
pack_years,Pack years of smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20161,Smoking,f.20161.0.0,20161,participant,p20161_i2,2,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20161,,,,Pack years of smoking | Instance 2,years
pack_years,Pack years of smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20161,Smoking,f.20161.0.0,20161,participant,p20161_i3,3,,float,"","",,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20161,,,,Pack years of smoking | Instance 3,years
smoking_status,Smoking status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20116,Smoking,f.20116.0.0,20116,participant,p20116_i0,0,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116,,,,Smoking status | Instance 0,""
smoking_status,Smoking status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20116,Smoking,f.20116.0.0,20116,participant,p20116_i1,1,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116,,,,Smoking status | Instance 1,""
smoking_status,Smoking status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20116,Smoking,f.20116.0.0,20116,participant,p20116_i2,2,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116,,,,Smoking status | Instance 2,""
smoking_status,Smoking status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20116,Smoking,f.20116.0.0,20116,participant,p20116_i3,3,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116,,,,Smoking status | Instance 3,""
tobacco,Current tobacco smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1239,Smoking,f.1239.0.0,1239,participant,p1239_i0,0,,integer,"",data_coding_100347,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1239,,,,Current tobacco smoking | Instance 0,""
tobacco,Current tobacco smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1239,Smoking,f.1239.0.0,1239,participant,p1239_i1,1,,integer,"",data_coding_100347,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1239,,,,Current tobacco smoking | Instance 1,""
tobacco,Current tobacco smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1239,Smoking,f.1239.0.0,1239,participant,p1239_i2,2,,integer,"",data_coding_100347,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1239,,,,Current tobacco smoking | Instance 2,""
tobacco,Current tobacco smoking,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1239,Smoking,f.1239.0.0,1239,participant,p1239_i3,3,,integer,"",data_coding_100347,,,Assessment centre > Touchscreen > Lifestyle and environment > Smoking,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1239,,,,Current tobacco smoking | Instance 3,""
alcohol_status,Alcohol drinker status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20117,Alcohol,f.20117.0.0,20117,participant,p20117_i0,0,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,,,,Alcohol drinker status | Instance 0,""
alcohol_status,Alcohol drinker status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20117,Alcohol,f.20117.0.0,20117,participant,p20117_i1,1,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,,,,Alcohol drinker status | Instance 1,""
alcohol_status,Alcohol drinker status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20117,Alcohol,f.20117.0.0,20117,participant,p20117_i2,2,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,,,,Alcohol drinker status | Instance 2,""
alcohol_status,Alcohol drinker status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20117,Alcohol,f.20117.0.0,20117,participant,p20117_i3,3,,integer,"",data_coding_90,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,,,,Alcohol drinker status | Instance 3,""
alcohol_freq,Alcohol intake frequency.,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1558,Alcohol,f.1558.0.0,1558,participant,p1558_i0,0,,integer,"",data_coding_100402,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1558,,,,Alcohol intake frequency. | Instance 0,""
alcohol_freq,Alcohol intake frequency.,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1558,Alcohol,f.1558.0.0,1558,participant,p1558_i1,1,,integer,"",data_coding_100402,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1558,,,,Alcohol intake frequency. | Instance 1,""
alcohol_freq,Alcohol intake frequency.,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1558,Alcohol,f.1558.0.0,1558,participant,p1558_i2,2,,integer,"",data_coding_100402,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1558,,,,Alcohol intake frequency. | Instance 2,""
alcohol_freq,Alcohol intake frequency.,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1558,Alcohol,f.1558.0.0,1558,participant,p1558_i3,3,,integer,"",data_coding_100402,,,Assessment centre > Touchscreen > Lifestyle and environment > Alcohol,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1558,,,,Alcohol intake frequency. | Instance 3,""
cooked_veg,Cooked vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1289,Diet,f.1289.0.0,1289,participant,p1289_i0,0,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1289,,,,Cooked vegetable intake | Instance 0,tablespoons/day
cooked_veg,Cooked vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1289,Diet,f.1289.0.0,1289,participant,p1289_i1,1,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1289,,,,Cooked vegetable intake | Instance 1,tablespoons/day
cooked_veg,Cooked vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1289,Diet,f.1289.0.0,1289,participant,p1289_i2,2,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1289,,,,Cooked vegetable intake | Instance 2,tablespoons/day
cooked_veg,Cooked vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1289,Diet,f.1289.0.0,1289,participant,p1289_i3,3,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1289,,,,Cooked vegetable intake | Instance 3,tablespoons/day
salad_or_raw_veg,Salad / raw vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1299,Diet,f.1299.0.0,1299,participant,p1299_i0,0,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1299,,,,Salad / raw vegetable intake | Instance 0,tablespoons/day
salad_or_raw_veg,Salad / raw vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1299,Diet,f.1299.0.0,1299,participant,p1299_i1,1,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1299,,,,Salad / raw vegetable intake | Instance 1,tablespoons/day
salad_or_raw_veg,Salad / raw vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1299,Diet,f.1299.0.0,1299,participant,p1299_i2,2,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1299,,,,Salad / raw vegetable intake | Instance 2,tablespoons/day
salad_or_raw_veg,Salad / raw vegetable intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1299,Diet,f.1299.0.0,1299,participant,p1299_i3,3,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1299,,,,Salad / raw vegetable intake | Instance 3,tablespoons/day
fresh_fruit,Fresh fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1309,Diet,f.1309.0.0,1309,participant,p1309_i0,0,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1309,,,,Fresh fruit intake | Instance 0,pieces/day
fresh_fruit,Fresh fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1309,Diet,f.1309.0.0,1309,participant,p1309_i1,1,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1309,,,,Fresh fruit intake | Instance 1,pieces/day
fresh_fruit,Fresh fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1309,Diet,f.1309.0.0,1309,participant,p1309_i2,2,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1309,,,,Fresh fruit intake | Instance 2,pieces/day
fresh_fruit,Fresh fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1309,Diet,f.1309.0.0,1309,participant,p1309_i3,3,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1309,,,,Fresh fruit intake | Instance 3,pieces/day
dried_fruit,Dried fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1319,Diet,f.1319.0.0,1319,participant,p1319_i0,0,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1319,,,,Dried fruit intake | Instance 0,pieces/day
dried_fruit,Dried fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1319,Diet,f.1319.0.0,1319,participant,p1319_i1,1,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1319,,,,Dried fruit intake | Instance 1,pieces/day
dried_fruit,Dried fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1319,Diet,f.1319.0.0,1319,participant,p1319_i2,2,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1319,,,,Dried fruit intake | Instance 2,pieces/day
dried_fruit,Dried fruit intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1319,Diet,f.1319.0.0,1319,participant,p1319_i3,3,,integer,"",data_coding_100373,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1319,,,,Dried fruit intake | Instance 3,pieces/day
oily_fish,Oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1329,Diet,f.1329.0.0,1329,participant,p1329_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1329,,,,Oily fish intake | Instance 0,""
oily_fish,Oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1329,Diet,f.1329.0.0,1329,participant,p1329_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1329,,,,Oily fish intake | Instance 1,""
oily_fish,Oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1329,Diet,f.1329.0.0,1329,participant,p1329_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1329,,,,Oily fish intake | Instance 2,""
oily_fish,Oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1329,Diet,f.1329.0.0,1329,participant,p1329_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1329,,,,Oily fish intake | Instance 3,""
non_oily_fish,Non-oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1339,Diet,f.1339.0.0,1339,participant,p1339_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 0,""
non_oily_fish,Non-oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1339,Diet,f.1339.0.0,1339,participant,p1339_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 1,""
non_oily_fish,Non-oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1339,Diet,f.1339.0.0,1339,participant,p1339_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 2,""
non_oily_fish,Non-oily fish intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1339,Diet,f.1339.0.0,1339,participant,p1339_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1339,,,,Non-oily fish intake | Instance 3,""
processed_meat,Processed meat intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1349,Diet,f.1349.0.0,1349,participant,p1349_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 0,""
processed_meat,Processed meat intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1349,Diet,f.1349.0.0,1349,participant,p1349_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 1,""
processed_meat,Processed meat intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1349,Diet,f.1349.0.0,1349,participant,p1349_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 2,""
processed_meat,Processed meat intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1349,Diet,f.1349.0.0,1349,participant,p1349_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1349,,,,Processed meat intake | Instance 3,""
poultry,Poultry intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1359,Diet,f.1359.0.0,1359,participant,p1359_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 0,""
poultry,Poultry intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1359,Diet,f.1359.0.0,1359,participant,p1359_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 1,""
poultry,Poultry intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1359,Diet,f.1359.0.0,1359,participant,p1359_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 2,""
poultry,Poultry intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1359,Diet,f.1359.0.0,1359,participant,p1359_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359,,,,Poultry intake | Instance 3,""
beef,Beef intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1369,Diet,f.1369.0.0,1369,participant,p1369_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 0,""
beef,Beef intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1369,Diet,f.1369.0.0,1369,participant,p1369_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 1,""
beef,Beef intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1369,Diet,f.1369.0.0,1369,participant,p1369_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 2,""
beef,Beef intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1369,Diet,f.1369.0.0,1369,participant,p1369_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369,,,,Beef intake | Instance 3,""
lamb,Lamb/mutton intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1379,Diet,f.1379.0.0,1379,participant,p1379_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 0,""
lamb,Lamb/mutton intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1379,Diet,f.1379.0.0,1379,participant,p1379_i1,1,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 1,""
lamb,Lamb/mutton intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1379,Diet,f.1379.0.0,1379,participant,p1379_i2,2,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 2,""
lamb,Lamb/mutton intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1379,Diet,f.1379.0.0,1379,participant,p1379_i3,3,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1379,,,,Lamb/mutton intake | Instance 3,""
pork,Pork intake,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1389,Diet,f.1389.0.0,1389,participant,p1389_i0,0,,integer,"",data_coding_100377,,,Assessment centre > Touchscreen > Lifestyle and environment > Diet,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1389,,,,Pork intake | Instance 0,""
